Investment Name,Capital Committed,Unfunded Commitment,Paid-in Capital/Capital Drawn,Total Capital Distributed,Reported Market Value,Net IRR,Date,Capital Distributed Per Quarter
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.2831652914887332,0.18785948327970892,0.09616343810932332,0.1653762028303785,0.8166740039621396,2011-12-31,0.09108315884445464
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.26667844649260003,0.2007746695568233,0.10668737992781288,0.18983812764973054,0.8204930662557781,2012-03-31,0.08874823086055653
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.2352338429026633,0.22540721222155397,0.13222894563639484,0.195908380320267,0.820309633868956,2012-06-30,0.12056789660980909
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.23416057149971173,0.22624797345260034,0.14719313346315635,0.20693683888484404,0.8208599310294225,2012-09-30,0.0981563199738335
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.22730498947943847,0.23161838354929445,0.1884177102752382,0.189575448381878,0.8208599310294225,2012-12-31,0.1537973991534444
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.20001277819070115,0.2529980952401048,0.21555678429941857,0.20838892551984964,0.821226795803067,2013-03-31,0.12395273172127629
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.20179763334996811,0.2515999055400738,0.25453741171077165,0.18784806042625896,0.821226795803067,2013-06-30,0.1490428707132608
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.19917473001753705,0.253654591268796,0.2892208597183478,0.18200433113879863,0.8214102281898892,2013-09-30,0.13993791421059049
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.1970834852015223,0.2552927953251946,0.33159091633460097,0.1650811045082189,0.8215936605767115,2013-12-31,0.15622446649498944
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.19500218743623668,0.25692320722893425,0.35772475654664826,0.15339539134941083,0.8215936605767115,2014-03-31,0.1218228206157635
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.1947034392224331,0.2571572355607426,0.36047563832286195,0.16718990102705789,0.8217770929635336,2014-06-30,0.0722785034120441
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.1931910044318832,0.2583420211917425,0.383560180019198,0.14704603024257898,0.8215936605767115,2014-09-30,0.11536190108217238
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.19189641663975143,0.2593561535191454,0.43208437335244443,0.10198384932499781,0.8214102281898892,2014-12-31,0.16926398424713654
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.1910997522964787,0.25998023098188106,0.4332662708483845,0.10587806595665092,0.8214102281898892,2015-03-31,0.06895410564249588
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.19014125624487593,0.2607310814359996,0.4534185863561145,0.0945219025883736,0.8214102281898892,2015-06-30,0.10914903692300236
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.18486331013943139,0.26486562974578076,0.46118874461722975,0.0848134296017395,0.821226795803067,2015-09-30,0.08291345480125953
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.177892433091134,0.2703263577149427,0.4733275445617537,0.0783042633498825,0.821226795803067,2015-12-31,0.09216982712498131
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.177892433091134,0.2703263577149427,0.47371075554048103,0.07465312812597144,0.8210433634162447,2016-03-31,0.0672618314050974
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.177892433091134,0.2703263577149427,0.47758832656593775,0.07414409333089038,0.8210433634162447,2016-06-30,0.07466575692009357
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.177892433091134,0.2703263577149427,0.4788376549625544,0.07032520487583045,0.8210433634162447,2016-09-30,0.06909697969077436
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.17592999489670186,0.2718636594148349,0.4873360453059895,0.06926758813938443,0.8210433634162447,2016-12-31,0.0844564486607998
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.1746378956970998,0.2728758422706381,0.4886887555750048,0.07178070620074771,0.8210250201775625,2017-03-31,0.06931602743416769
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.1740987640837045,0.27329817809150103,0.4959022115170923,0.0634240989930671,0.820979162080857,2017-06-30,0.08173390190774332
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.17213328834250816,0.2748378592934929,0.4971258094346064,0.063914168494951,0.8209534815467019,2017-09-30,0.06904246139609573
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.17173500374690542,0.27514986075555076,0.502725327162636,0.06061102707277447,0.8209406412796243,2017-12-31,0.07831425477267613
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.2722344196193433,0.2753001707496304,0.5039174045668435,0.061020614149141915,0.8209278010125467,2018-03-31,0.06897567505193104
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.2722344196193433,0.2753001707496304,0.5067378005737978,0.05986356726528543,0.8209167950693375,2018-06-03,0.07242579166504419
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.27196205780574456,0.2755135289487416,0.507414057629455,0.05711211204802991,0.8208837772397094,2018-09-30,0.06788274376015975
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.26997120574013483,0.2770730890273108,0.5132642175507408,0.04640617475272461,0.8208250788759263,2018-12-31,0.07884532086345342
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.2697950719441487,0.2772110600129122,0.5151111911133905,0.046294321693988894,0.8208214102281899,2019-03-31,0.0703632831725371
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.2666100980307101,0.2797060568373949,0.5186714939678937,0.04291032299182877,0.8207938953701664,2019-06-30,0.0739935222692257
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.2664335470295058,0.2798443603799162,0.5207003260113932,0.03691333094121517,0.8207590432166703,2019-09-30,0.07074860884833356
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.2664335470295058,0.2798443603799162,0.5218265485405894,0.03798142603143813,0.8207608775405386,2019-12-31,0.0688361403208608
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.4934908337195592,0.023098211042158045,8.116870379370075e-06,0.027693832178568766,0.8162282632621616,2006-12-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.4934908337195592,0.023098211042158045,8.116870379370075e-06,0.02659887642293438,0.8153771369873065,2007-03-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.4451828610837421,0.06094089503704323,8.116870379370075e-06,0.06424136373085998,0.8148671949519407,2007-06-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.39248325457194155,0.10222382303146343,8.116870379370075e-06,0.10402548832320721,0.8146654193264362,2007-09-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.39248325457194155,0.10222382303146343,8.116870379370075e-06,0.10431139099671964,0.815248734316531,2007-12-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.39248325457194155,0.10222382303146343,8.116870379370075e-06,0.10176561959700732,0.8151240002934917,2008-03-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.3602779394813968,0.12745227902805356,8.116870379370075e-06,0.11617272933048661,0.8136840560569374,2008-06-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.3602779394813968,0.12745227902805356,8.116870379370075e-06,0.10898543963336046,0.8133795582948126,2008-09-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.33100038030817425,0.15038723902495366,8.116870379370075e-06,0.1133900089078307,0.811871744075134,2008-12-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.29586730930030725,0.1779091910212338,8.116870379370075e-06,0.1472512044923309,0.8133025166923471,2009-03-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.29586730930030725,0.1779091910212338,8.116870379370075e-06,0.15979955735075962,0.8147828160540025,2009-06-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.281228529713696,0.18937667101968386,8.116870379370075e-06,0.18571472265402397,0.8159200968523003,2009-09-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.281228529713696,0.18937667101968386,8.116870379370075e-06,0.1990877904827801,0.8166905128769535,2009-12-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.281228529713696,0.18937667101968386,8.116870379370075e-06,0.20780895537396227,0.8170610462983344,2010-03-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.281228529713696,0.18937667101968386,8.116870379370075e-06,0.22337705382030412,0.8175581480666225,2010-06-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.281228529713696,0.18937667101968386,8.116870379370075e-06,0.23413401817994967,0.81784980556167,2010-09-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.27150176333981296,0.19699626103961398,8.116870379370075e-06,0.25489756439832817,0.8181066109032211,2010-12-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.27150176333981296,0.19699626103961398,8.116870379370075e-06,0.2596795418360018,0.8181066109032211,2011-03-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.27150176333981296,0.19699626103961398,8.116870379370075e-06,0.264639247147911,0.8166556607234573,2011-06-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.27150176333981296,0.19699626103961398,8.116870379370075e-06,0.2554423802237185,0.8178057817888326,2011-09-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.010885176370664787,0.2641257140992242,0.8166519920757208,2011-12-31,0.08949642422903657
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.04326473865381921,0.2466931188188036,0.8179250128402671,2012-03-31,0.13505639139365946
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.05765641655648917,0.24241013710501277,0.8179250128402671,2012-06-30,0.09694327358540038
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.07025310945128928,0.23606944450773368,0.8179250128402671,2012-09-30,0.09314002059455811
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.08072734896682252,0.23993110151465452,0.8181084452270893,2012-12-31,0.0886429205479123
